hotel_type,booking_status,advance_booking_days,arrival_year,arrival_month,arrival_week,arrival_day,weekend_nights,weekday_nights,num_adults,num_children,num_infants,meal_plan,guest_country,booking_segment,booking_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room,assigned_room,modifications,deposit_type,travel_agent_id,corporate_id,waiting_days,customer_category,avg_daily_rate,parking_spaces,special_requests,reservation_status,reservation_date,total_stay_nights,booking_season,family_booking,total_guests,is_long_stay
Urban Hotel,0,198,2015,October,40,3,1,1,2,0.0,0,SB,FRA,Group Bookings,TA/TO,0,0,0,A,A,0,No Deposit,1.0,Not Applicable,0,Regular-Party,60.0,0,0,Checked-Out,05-10-2015,2,Autumn,0,2.0,0
Urban Hotel,1,177,2016,August,33,12,1,2,2,0.0,0,SB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,127.8,0,1,Cancelled,07-03-2016,3,Summer,0,2.0,0
Luxury Resort,0,145,2016,July,30,18,1,4,3,0.0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,196.0,Not Applicable,0,Regular,190.0,0,1,Checked-Out,23-07-2016,5,Summer,0,3.0,0
Urban Hotel,1,111,2017,March,13,31,0,2,2,0.0,0,SB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,107.1,0,0,Cancelled,07-01-2017,2,Spring,0,2.0,0
Urban Hotel,1,113,2016,May,23,31,0,3,1,0.0,0,SB,PRT,Corporate,TA/TO,0,0,0,A,A,0,Non Refund,,202.0,0,Regular,100.0,0,0,Cancelled,11-04-2016,3,Spring,0,1.0,0
Urban Hotel,1,79,2017,July,31,31,1,4,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,124.0,0,0,Cancelled,14-05-2017,5,Summer,0,2.0,0
Luxury Resort,0,3,2016,April,18,28,2,3,1,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,Not Applicable,0,Regular-Party,127.0,0,1,Checked-Out,03-05-2016,5,Spring,0,1.0,0
Urban Hotel,1,101,2017,June,23,10,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,184.63,0,0,Cancelled,22-05-2017,7,Summer,0,2.0,1
Urban Hotel,0,101,2016,October,41,7,1,2,2,0.0,0,SB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,118.8,0,1,Checked-Out,10-10-2016,3,Autumn,0,2.0,0
Luxury Resort,0,0,2017,January,1,6,0,1,3,0.0,0,SB,Unknown,Online TA,TA/TO,1,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular-Party,48.0,0,0,Checked-Out,07-01-2017,1,Winter,0,3.0,0
Urban Hotel,0,0,2015,November,47,20,2,5,1,0.0,0,SB,AGO,Corporate,Direct,0,0,0,A,B,1,No Deposit,71.0,Not Applicable,0,Regular,100.0,0,1,Checked-Out,27-11-2015,7,Autumn,0,1.0,1
Luxury Resort,0,13,2017,February,8,21,2,7,2,0.0,0,SB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,436.0,Not Applicable,0,Regular,44.0,0,0,Checked-Out,02-03-2017,9,Winter,0,2.0,1
Urban Hotel,0,11,2015,December,50,8,0,1,1,0.0,0,SB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,Not Applicable,0,Regular,85.0,0,0,Checked-Out,09-12-2015,1,Winter,0,1.0,0
Luxury Resort,0,6,2015,December,51,14,1,0,1,0.0,0,SB,PRT,Corporate,TA/TO,0,0,0,A,D,0,No Deposit,352.0,Not Applicable,0,Regular,38.0,0,0,Checked-Out,15-12-2015,1,Winter,0,1.0,0
Urban Hotel,1,50,2015,October,43,24,1,1,2,0.0,0,SB,PRT,Group Bookings,Direct,0,0,0,A,A,0,Non Refund,,Not Applicable,0,Regular,75.0,0,0,Cancelled,07-10-2015,2,Autumn,0,2.0,0
Luxury Resort,0,197,2016,June,27,26,2,5,2,0.0,0,SB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,171.0,Not Applicable,0,Regular,89.91,0,0,Checked-Out,03-07-2016,7,Summer,0,2.0,1
Urban Hotel,1,9,2016,December,51,16,1,2,2,0.0,0,SC,IDN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,78.0,0,0,Cancelled,08-12-2016,3,Winter,0,2.0,0
Luxury Resort,1,60,2016,April,15,3,2,0,2,1.0,0,SB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,Not Applicable,0,Regular,89.0,0,2,Cancelled,05-02-2016,2,Spring,1,3.0,0
Urban Hotel,0,343,2017,April,16,21,2,2,2,0.0,0,SB,ITA,Direct,Direct,0,0,0,B,A,1,No Deposit,,Not Applicable,0,Regular,99.25,0,1,Checked-Out,25-04-2017,4,Spring,0,2.0,0
Luxury Resort,1,145,2016,May,22,28,2,4,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,147.0,Not Applicable,0,Regular-Party,59.3,0,1,Cancelled,05-01-2016,6,Spring,0,2.0,0
Urban Hotel,1,254,2016,September,39,24,1,1,2,0.0,0,HB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,Non Refund,1.0,Not Applicable,0,Regular,96.0,0,0,Cancelled,01-03-2016,2,Autumn,0,2.0,0
Urban Hotel,1,123,2016,March,14,30,0,3,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,Not Applicable,0,Regular-Party,89.92,0,0,Cancelled,13-01-2016,3,Spring,0,2.0,0
Luxury Resort,0,2,2017,June,26,29,0,1,1,0.0,0,SB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular,65.0,1,0,Checked-Out,30-06-2017,1,Summer,0,1.0,0
Urban Hotel,0,198,2016,July,31,30,1,1,2,0.0,0,HB,ITA,Group Bookings,TA/TO,0,0,0,A,A,0,No Deposit,1.0,Not Applicable,0,Regular-Party,96.0,0,1,Checked-Out,01-08-2016,2,Summer,0,2.0,0
Urban Hotel,0,102,2016,June,24,10,1,2,3,0.0,0,SB,CHE,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,,Not Applicable,0,Regular,159.3,0,0,Checked-Out,13-06-2016,3,Summer,0,3.0,0
Urban Hotel,0,107,2016,April,18,30,2,3,2,0.0,0,SB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,99.45,0,2,Checked-Out,05-05-2016,5,Spring,0,2.0,0
Urban Hotel,1,9,2016,April,17,22,1,2,2,1.0,0,SB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,149.0,0,0,Cancelled,14-04-2016,3,Spring,1,3.0,0
Urban Hotel,1,62,2016,October,45,31,1,4,2,0.0,0,SB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,106.2,0,0,Cancelled,31-08-2016,5,Autumn,0,2.0,0
Urban Hotel,1,43,2016,November,48,25,2,2,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,74.8,0,0,Cancelled,15-10-2016,4,Autumn,0,2.0,0
Urban Hotel,1,31,2017,April,14,7,0,2,2,0.0,0,SB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,140.0,0,0,Cancelled,07-03-2017,2,Spring,0,2.0,0
Luxury Resort,0,4,2017,January,4,28,0,1,2,0.0,0,SB,PRT,Direct,Direct,0,0,0,D,E,0,No Deposit,,Not Applicable,0,Regular,55.0,1,1,Checked-Out,29-01-2017,1,Winter,0,2.0,0
Luxury Resort,0,152,2017,July,29,16,2,3,2,1.0,0,FB,LUX,Direct,Direct,0,0,0,D,D,2,No Deposit,250.0,Not Applicable,0,Regular,256.5,0,0,Checked-Out,21-07-2017,5,Summer,1,3.0,0
Urban Hotel,1,91,2017,April,15,12,0,3,2,0.0,0,SC,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,105.0,0,0,Cancelled,24-01-2017,3,Spring,0,2.0,0
Urban Hotel,0,220,2017,March,10,10,1,2,2,0.0,0,SB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,Not Applicable,0,Regular,99.2,0,1,Checked-Out,13-03-2017,3,Spring,0,2.0,0
Luxury Resort,0,1,2017,March,11,14,0,3,1,0.0,0,SB,PRT,Corporate,Corporate,1,0,5,A,B,0,No Deposit,,47.0,0,Regular,35.0,0,0,Checked-Out,17-03-2017,3,Spring,0,1.0,0
Urban Hotel,0,90,2017,April,16,20,2,3,3,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,Not Applicable,0,Regular,198.0,0,3,Checked-Out,25-04-2017,5,Spring,0,3.0,0
Urban Hotel,1,56,2017,February,5,1,0,3,2,0.0,0,SB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,Non Refund,29.0,Not Applicable,0,Regular,60.0,0,0,Cancelled,07-12-2016,3,Winter,0,2.0,0
Urban Hotel,0,132,2017,June,26,30,2,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,91.58,0,1,Checked-Out,04-07-2017,4,Summer,0,2.0,0
Luxury Resort,0,7,2015,November,47,20,0,1,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular,46.4,0,1,Checked-Out,21-11-2015,1,Autumn,0,2.0,0
Urban Hotel,0,46,2016,October,44,25,0,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,Not Applicable,0,Regular,119.5,0,2,Checked-Out,27-10-2016,2,Autumn,0,2.0,0
Urban Hotel,0,208,2017,June,25,21,0,3,2,0.0,0,SB,CN,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,Not Applicable,0,Regular,133.67,0,2,Checked-Out,24-06-2017,3,Summer,0,2.0,0
Luxury Resort,0,34,2015,July,30,23,2,6,3,0.0,0,HB,ROU,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,171.0,Not Applicable,0,Regular,217.05,1,1,Checked-Out,31-07-2015,8,Summer,0,3.0,1
Luxury Resort,0,266,2015,September,39,24,2,4,1,0.0,0,SB,IRL,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,201.0,Not Applicable,0,Regular-Party,34.0,0,0,Checked-Out,30-09-2015,6,Autumn,0,1.0,0
Luxury Resort,0,252,2017,April,16,22,2,5,2,0.0,0,SB,GBR,Group Bookings,TA/TO,0,0,0,D,D,2,No Deposit,273.0,Not Applicable,0,Regular-Party,76.8,0,0,Checked-Out,29-04-2017,7,Spring,0,2.0,1
Urban Hotel,1,464,2017,July,30,25,0,1,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,Not Applicable,0,Regular,90.0,0,0,Cancelled,30-06-2017,1,Summer,0,2.0,0
Urban Hotel,1,156,2017,April,17,26,0,3,2,0.0,0,SB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,Non Refund,37.0,Not Applicable,0,Regular,100.0,0,0,Cancelled,21-11-2016,3,Spring,0,2.0,0
Urban Hotel,0,2,2015,August,34,21,2,2,2,0.0,0,SB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,Not Applicable,0,Regular,79.0,0,0,Checked-Out,25-08-2015,4,Summer,0,2.0,0
Urban Hotel,0,30,2017,June,23,8,1,3,2,0.0,0,SC,KOR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,Not Applicable,0,Regular,89.0,0,0,Checked-Out,12-06-2017,4,Summer,0,2.0,0
Urban Hotel,0,35,2016,November,49,28,1,2,1,0.0,0,SB,DEU,Group Bookings,TA/TO,0,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular-Party,65.0,0,0,Checked-Out,01-12-2016,3,Autumn,0,1.0,0
Urban Hotel,0,19,2016,September,38,17,0,1,2,0.0,0,SB,DEU,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,Not Applicable,0,Regular,189.0,0,2,Checked-Out,18-09-2016,1,Autumn,0,2.0,0
Urban Hotel,1,108,2016,July,28,5,1,5,2,1.0,0,SB,BRA,Online TA,TA/TO,0,0,0,A,F,1,No Deposit,9.0,Not Applicable,0,Regular,123.25,0,2,No-Show,05-07-2016,6,Summer,1,3.0,0
Luxury Resort,0,50,2017,April,15,10,1,3,2,0.0,0,SB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,89.5,1,0,Checked-Out,14-04-2017,4,Spring,0,2.0,0
Urban Hotel,0,346,2016,September,38,13,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,6.0,Not Applicable,0,Regular-Party,115.0,0,1,Checked-Out,15-09-2016,2,Autumn,0,2.0,0
Urban Hotel,1,23,2015,November,46,13,1,2,1,0.0,0,SB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9.0,Not Applicable,0,Corporate Contract,103.84,0,2,Cancelled,09-11-2015,3,Autumn,0,1.0,0
Luxury Resort,0,2,2017,July,30,25,0,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,Not Applicable,0,Regular,256.5,1,1,Checked-Out,30-07-2017,5,Summer,0,2.0,0
Urban Hotel,1,113,2017,May,22,29,1,4,2,0.0,0,SB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,145.8,0,0,Cancelled,12-02-2017,5,Spring,0,2.0,0
Luxury Resort,0,236,2016,May,20,12,0,3,2,0.0,0,SB,GBR,Group Bookings,TA/TO,0,0,0,A,A,0,No Deposit,315.0,Not Applicable,0,Regular-Party,48.0,0,0,Checked-Out,15-05-2016,3,Spring,0,2.0,0
Luxury Resort,1,195,2017,August,31,1,1,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,Not Applicable,0,Regular,231.0,0,0,Cancelled,02-04-2017,6,Summer,0,2.0,0
Urban Hotel,0,50,2017,June,25,19,1,1,2,0.0,0,SB,USA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,Not Applicable,0,Regular,150.0,0,1,Checked-Out,21-06-2017,2,Summer,0,2.0,0
Urban Hotel,1,61,2016,July,30,23,1,1,2,0.0,0,SB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,105.3,0,0,Cancelled,23-05-2016,2,Summer,0,2.0,0
Luxury Resort,0,104,2015,September,36,2,1,4,2,0.0,0,SB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,Not Applicable,0,Regular,71.69,0,0,Checked-Out,07-09-2015,5,Autumn,0,2.0,0
Urban Hotel,0,20,2017,August,31,3,0,2,2,0.0,0,SB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular-Party,190.0,0,2,Checked-Out,05-08-2017,2,Summer,0,2.0,0
Urban Hotel,0,29,2017,May,18,1,1,4,2,0.0,0,SB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,Not Applicable,0,Regular,128.44,0,1,Checked-Out,06-05-2017,5,Spring,0,2.0,0
Luxury Resort,0,0,2015,November,45,4,0,2,1,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,Not Applicable,0,Regular,44.1,0,1,Checked-Out,06-11-2015,2,Autumn,0,1.0,0
Urban Hotel,1,66,2015,October,41,9,1,2,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,Not Applicable,0,Regular-Party,75.0,0,0,Cancelled,25-08-2015,3,Autumn,0,2.0,0
Urban Hotel,0,10,2017,July,30,28,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,143.0,0,0,Checked-Out,31-07-2017,3,Summer,0,2.0,0
Luxury Resort,0,0,2016,February,9,25,0,1,2,0.0,0,SB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,Not Applicable,0,Regular,65.0,0,0,Checked-Out,26-02-2016,1,Winter,0,2.0,0
Urban Hotel,1,313,2015,August,35,26,0,2,2,0.0,0,SB,PRT,Group Bookings,TA/TO,0,1,0,A,A,0,Non Refund,1.0,Not Applicable,0,Regular-Party,62.0,0,0,Cancelled,02-07-2015,2,Summer,0,2.0,0
Urban Hotel,1,423,2017,May,21,23,0,1,2,0.0,0,SB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,Non Refund,229.0,Not Applicable,0,Regular,90.0,0,0,Cancelled,28-02-2017,1,Spring,0,2.0,0
Urban Hotel,1,16,2017,August,31,3,1,3,3,0.0,0,SB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,239.0,0,2,Cancelled,01-08-2017,4,Summer,0,3.0,0
Urban Hotel,0,139,2017,March,12,22,2,5,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,83.0,Not Applicable,0,Regular,70.4,0,0,Checked-Out,29-03-2017,7,Spring,0,2.0,1
Luxury Resort,0,468,2016,May,20,12,0,2,2,0.0,0,HB,FRA,Group Bookings,TA/TO,0,0,0,A,F,0,No Deposit,249.0,Not Applicable,0,Regular-Party,67.0,0,0,Checked-Out,14-05-2016,2,Spring,0,2.0,0
Urban Hotel,1,177,2017,May,21,22,1,3,2,0.0,0,SB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,139.5,0,1,Cancelled,11-12-2016,4,Spring,0,2.0,0
Urban Hotel,1,105,2017,May,20,19,0,2,1,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,Not Applicable,0,Regular,160.0,0,0,Cancelled,03-02-2017,2,Spring,0,1.0,0
Luxury Resort,0,172,2017,August,34,24,2,5,2,0.0,0,SB,ITA,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,Not Applicable,0,Regular,205.0,0,2,Checked-Out,31-08-2017,7,Summer,0,2.0,1
Urban Hotel,1,475,2016,October,44,27,0,2,2,0.0,0,SB,Unknown,Group Bookings,TA/TO,0,0,0,A,A,0,Non Refund,1.0,Not Applicable,0,Regular,62.0,0,0,Cancelled,21-10-2015,2,Autumn,0,2.0,0
Luxury Resort,0,386,2016,October,43,20,1,3,3,0.0,0,SB,GBR,Group Bookings,Corporate,0,0,0,A,A,1,No Deposit,,Not Applicable,0,Regular-Party,79.0,0,1,Checked-Out,24-10-2016,4,Autumn,0,3.0,0
Urban Hotel,1,267,2016,September,40,30,1,2,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26.0,Not Applicable,0,Regular,95.0,0,0,Cancelled,09-02-2016,3,Autumn,0,2.0,0
Luxury Resort,0,9,2017,March,13,30,1,3,2,0.0,0,SB,RUS,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,,Not Applicable,0,Regular,87.0,1,1,Checked-Out,03-04-2017,4,Spring,0,2.0,0
Luxury Resort,0,47,2015,October,43,19,1,4,2,0.0,0,HB,ESP,Group Bookings,Direct,0,0,0,A,A,0,No Deposit,,Not Applicable,47,Regular-Party,76.8,0,0,Checked-Out,24-10-2015,5,Autumn,0,2.0,0
Urban Hotel,0,1,2016,December,53,26,1,1,3,0.0,0,SB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,161.0,0,1,Checked-Out,28-12-2016,2,Winter,0,3.0,0
Urban Hotel,1,27,2017,May,21,21,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,160.0,0,1,Cancelled,01-05-2017,4,Spring,0,2.0,0
Luxury Resort,0,14,2016,December,50,5,1,2,2,0.0,0,Undefined,ESP,Group Bookings,TA/TO,0,0,0,A,A,0,No Deposit,134.0,Not Applicable,0,Regular-Party,79.49,0,0,Checked-Out,08-12-2016,3,Winter,0,2.0,0
Luxury Resort,0,7,2016,February,8,17,0,2,1,0.0,0,SB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,Not Applicable,0,Regular-Party,43.0,0,1,Checked-Out,19-02-2016,2,Winter,0,1.0,0
Urban Hotel,1,7,2016,September,40,25,3,5,2,2.0,0,SB,AGO,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,9.0,Not Applicable,0,Regular,251.5,0,0,Cancelled,23-09-2016,8,Autumn,1,4.0,1
Luxury Resort,1,228,2016,May,22,25,1,4,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,52.2,0,1,Cancelled,18-05-2016,5,Spring,0,2.0,0
Luxury Resort,1,121,2016,April,15,9,2,5,2,0.0,0,HB,GBR,Group Bookings,Direct,0,0,0,D,D,0,Non Refund,273.0,Not Applicable,0,Regular,72.0,0,0,Cancelled,14-01-2016,7,Spring,0,2.0,1
Urban Hotel,1,42,2016,July,28,8,0,1,3,0.0,0,SB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,150.3,0,0,Cancelled,06-07-2016,1,Summer,0,3.0,0
Urban Hotel,0,190,2016,August,33,10,2,5,2,2.0,0,SB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,11.0,Not Applicable,0,Regular,117.51,0,2,Checked-Out,17-08-2016,7,Summer,1,4.0,1
Luxury Resort,0,7,2017,March,9,2,1,3,1,0.0,0,SB,DEU,Group Bookings,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Regular-Party,29.0,0,0,Checked-Out,06-03-2017,4,Spring,0,1.0,0
Luxury Resort,0,167,2017,August,32,8,0,4,2,0.0,0,SB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,Not Applicable,0,Regular,209.0,1,3,Checked-Out,12-08-2017,4,Summer,0,2.0,0
Urban Hotel,1,279,2017,January,3,20,2,2,2,0.0,0,SB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,77.35,0,1,Cancelled,28-12-2016,4,Winter,0,2.0,0
Luxury Resort,0,0,2017,January,2,14,0,1,2,0.0,0,SB,CHN,Direct,Direct,0,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular,44.0,0,0,Checked-Out,15-01-2017,1,Winter,0,2.0,0
Luxury Resort,1,39,2016,April,18,30,1,1,2,0.0,0,HB,PRT,Group Bookings,TA/TO,0,0,0,A,A,0,No Deposit,298.0,Not Applicable,0,Regular-Party,86.0,0,0,Cancelled,30-03-2016,2,Spring,0,2.0,0
Luxury Resort,0,299,2017,June,25,24,2,4,2,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular,141.3,0,1,Checked-Out,30-06-2017,6,Summer,1,3.0,0
Urban Hotel,1,71,2016,June,25,14,0,3,1,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,Not Applicable,0,Regular,120.0,0,0,Cancelled,27-04-2016,3,Summer,0,1.0,0
Urban Hotel,0,386,2016,October,44,23,2,0,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,Not Applicable,0,Regular-Party,115.0,0,1,Checked-Out,25-10-2016,2,Autumn,0,2.0,0
Urban Hotel,0,0,2016,May,21,20,0,0,1,0.0,0,SB,USA,Corporate,Corporate,1,0,0,A,D,0,No Deposit,150.0,Not Applicable,0,Regular-Party,103.84,0,0,Checked-Out,20-05-2016,0,Spring,0,1.0,0
Luxury Resort,0,317,2017,April,17,23,2,5,2,0.0,0,HB,GBR,Group Bookings,TA/TO,0,0,0,D,D,1,No Deposit,273.0,Not Applicable,64,Regular-Party,78.94,0,0,Checked-Out,30-04-2017,7,Spring,0,2.0,1
Luxury Resort,0,3,2016,November,47,19,0,1,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,330.0,Not Applicable,0,Regular-Party,34.0,0,1,Checked-Out,20-11-2016,1,Autumn,0,2.0,0
Urban Hotel,0,0,2017,May,19,8,1,1,1,0.0,0,SB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular,120.0,0,0,Checked-Out,10-05-2017,2,Spring,0,1.0,0
Urban Hotel,0,57,2017,April,14,3,1,3,2,0.0,0,SB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,117.0,0,2,Checked-Out,07-04-2017,4,Spring,0,2.0,0
Luxury Resort,1,250,2015,September,37,9,2,5,2,0.0,0,SB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,123.0,0,0,Cancelled,07-09-2015,7,Autumn,0,2.0,1
Luxury Resort,0,7,2017,March,13,29,0,2,2,0.0,0,SB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171.0,Not Applicable,0,Regular,42.0,0,0,Checked-Out,31-03-2017,2,Spring,0,2.0,0
Luxury Resort,1,84,2017,August,33,17,2,5,2,0.0,0,SB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,Not Applicable,0,Regular,256.5,0,2,Cancelled,27-05-2017,7,Summer,0,2.0,1
Urban Hotel,0,130,2017,June,23,9,0,2,2,0.0,0,SB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,Not Applicable,0,Regular,89.1,0,0,Checked-Out,11-06-2017,2,Summer,0,2.0,0
Urban Hotel,0,52,2016,October,43,17,1,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,9.0,Not Applicable,0,Regular,108.0,0,1,Checked-Out,19-10-2016,2,Autumn,0,2.0,0
Luxury Resort,0,337,2016,October,42,9,2,5,2,0.0,0,HB,GBR,Group Bookings,Direct,0,0,0,D,E,0,No Deposit,273.0,Not Applicable,101,Regular-Party,66.28,0,0,Checked-Out,16-10-2016,7,Autumn,0,2.0,1
Urban Hotel,0,90,2016,August,33,7,2,2,2,0.0,0,SB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular-Party,133.2,0,0,Checked-Out,11-08-2016,4,Summer,0,2.0,0
Urban Hotel,0,100,2016,September,40,25,2,1,2,0.0,0,SB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,Not Applicable,0,Regular,80.75,0,0,Checked-Out,28-09-2016,3,Autumn,0,2.0,0
Luxury Resort,0,192,2016,March,13,25,1,2,2,0.0,0,SB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,50.4,0,2,Checked-Out,28-03-2016,3,Spring,0,2.0,0
Urban Hotel,0,122,2017,August,34,26,0,1,2,0.0,0,SB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,164.0,1,1,Checked-Out,27-08-2017,1,Summer,0,2.0,0
